Table Range A2:U2594 ,,,,,,,,,,,,,,,,,,,,
CNTY_NAME,JURS_NAME,PLANNING PERIOD,YEAR,APR_STATUS,RHNA VLI,TOTAL VLI PERMITS,VLI DEED RESTRICTED UNITS,VLI NOT DEED RESTRICTED UNITS,RHNA LI,TOTAL LI PERMITS,LI DEED RESTRICTED UNITS,LI NOT DEED RESTRICTED UNITS,MOD RHNA,MOD UNITS,ABOVE MOD RHNA,ABOVE MOD UNITS,RHNA TOTAL,TOTAL UNITS YEAR SUBMITTED,APR YEAR (In planning period),1ST APR
KINGS,HANFORD,31-JAN-16-31-JAN-24,2019,Final,1097,0,0,0,821,0,0,0,865,25,2049,214,4832,239,2019,2016
LOS ANGELES,HAWAIIAN GARDENS,15-OCT-13-15-OCT-21,2019,Final,32,0,0,0,19,0,0,0,21,0,57,3,129,3,2019,2014
LOS ANGELES,HAWTHORNE,15-OCT-13-15-OCT-21,2019,Final,170,0,0,0,101,0,0,0,112,13,300,0,683,13,2019,2014
ALAMEDA,HAYWARD,31-JAN-15-31-JAN-23,2019,Final,851,0,0,0,480,20,20,0,608,27,1981,1029,3920,1076,2019,2015
SONOMA,HEALDSBURG,31-JAN-15-31-JAN-23,2019,Final,31,0,0,0,24,1,1,0,26,18,76,12,157,31,2019,2015
RIVERSIDE,HEMET,15-OCT-13-15-OCT-21,2019,Final,134,0,0,0,96,1,0,1,112,72,262,3,604,76,2019,2014
CONTRA COSTA,HERCULES,31-JAN-15-31-JAN-23,2019,Final,220,0,0,0,118,15,0,15,100,217,244,17,682,249,2019,2015
SAN BERNARDINO,HIGHLAND,15-OCT-13-15-OCT-21,2019,Final,349,0,0,0,246,0,0,0,280,2,625,3,1500,5,2019,2014
SAN BENITO,HOLLISTER,31-DEC-15-31-DEC-23,2019,Final,312,0,0,0,189,0,0,0,258,0,557,168,1316,168,2019,2016
STANISLAUS,HUGHSON,31-DEC-15-31-DEC-23,2019,Final,53,0,0,0,34,0,0,0,38,0,93,20,218,20,2019,2016
ORANGE,HUNTINGTON BEACH,15-OCT-13-15-OCT-21,2019,Final,313,0,0,0,220,0,0,0,248,23,572,135,1353,158,2019,2014
IMPERIAL,IMPERIAL,15-OCT-13-15-OCT-21,2019,Final,349,0,0,0,205,0,0,0,202,0,553,0,1309,0,2019,2014
SAN DIEGO,IMPERIAL BEACH,30-APR-13-30-APR-21,2019,Final,63,0,0,0,48,0,0,0,45,0,98,28,254,28,2019,2013
IMPERIAL,IMPERIAL COUNTY,15-OCT-13-15-OCT-21,2019,Final,1633,0,0,0,1001,0,0,0,1001,0,2839,13,6474,13,2019,2014
RIVERSIDE,INDIAN WELLS,15-OCT-13-15-OCT-21,2019,Final,40,0,0,0,27,0,0,0,31,0,62,71,160,71,2019,2014
RIVERSIDE,INDIO,15-OCT-13-15-OCT-21,2019,Final,714,0,0,0,487,0,0,0,553,0,1271,265,3025,265,2019,2014
LOS ANGELES,INDUSTRY,15-OCT-13-15-OCT-21,2019,Final,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019,2014
INYO,INYO COUNTY,30-JUN-14-30-JUN-19,2019,Final,35,0,0,0,25,0,0,0,28,0,72,20,160,20,2019,2014
AMADOR,IONE,30-JUN-14-30-JUN-19,2019,Final,3,0,0,0,3,0,0,0,3,38,7,0,16,38,2019,2014
ORANGE,IRVINE,15-OCT-13-15-OCT-21,2019,Final,2817,220,220,0,2034,34,34,0,2239,25,5059,2725,12149,3004,2019,2014
LOS ANGELES,IRWINDALE,15-OCT-13-15-OCT-21,2019,Final,4,2,2,0,2,2,2,0,2,0,7,0,15,4,2019,2014
SACRAMENTO,ISLETON,31-OCT-13-31-OCT-21,2019,Final,4,0,0,0,3,0,0,0,4,0,12,0,23,0,2019,2014
AMADOR,JACKSON,30-JUN-14-30-JUN-19,2019,Final,4,0,0,0,3,0,0,0,4,0,8,23,19,23,2019,2014
RIVERSIDE,JURUPA VALLEY,15-OCT-13-15-OCT-21,2019,Final,409,0,0,0,275,0,0,0,307,0,721,0,1712,0,2019,2014
FRESNO,KERMAN,31-DEC-15-31-DEC-23,2019,Final,238,1,0,1,211,7,6,1,202,58,258,12,909,78,2019,2016
KERN,KERN COUNTY,31-DEC-15-31-DEC-23,2019,Final,4888,0,0,0,3107,77,0,77,3126,117,10462,130,21583,324,2019,2016
MONTEREY,KING CITY,31-DEC-15-31-DEC-23,2019,Final,43,0,0,0,28,0,0,0,33,0,76,50,180,50,2019,2016
KINGS,KINGS COUNTY,31-JAN-16-31-JAN-24,2019,Final,186,0,0,0,138,12,0,12,147,2,347,8,818,22,2019,2016
FRESNO,KINGSBURG,31-DEC-15-31-DEC-23,2019,Final,113,12,0,12,70,39,35,4,60,3,131,62,374,116,2019,2016
LOS ANGELES,LA CANADA FLINTRIDGE,15-OCT-13-15-OCT-21,2019,Final,30,0,0,0,18,0,0,0,20,0,44,8,112,8,2019,2014
ORANGE,LA HABRA,15-OCT-13-15-OCT-21,2019,Final,1,0,0,0,1,5,0,5,1,2,1,23,4,30,2019,2014
LOS ANGELES,LA HABRA HEIGHTS,15-OCT-13-15-OCT-21,2019,Final,32,0,0,0,19,0,0,0,21,0,47,2,119,2,2019,2014
SAN DIEGO,LA MESA,30-APR-13-30-APR-21,2019,Final,430,0,0,0,326,13,13,0,302,0,664,168,1722,181,2019,2013
ORANGE,LA PALMA,15-OCT-13-15-OCT-21,2019,Final,2,0,0,0,2,1,0,1,2,0,3,0,9,1,2019,2014
LOS ANGELES,LA PUENTE,15-OCT-13-15-OCT-21,2019,Final,208,0,0,0,121,0,0,0,135,0,354,42,818,42,2019,2014
RIVERSIDE,LA QUINTA,15-OCT-13-15-OCT-21,2019,Final,91,0,0,0,61,0,0,0,66,6,146,131,364,137,2019,2014
LOS ANGELES,LA VERNE,15-OCT-13-15-OCT-21,2019,Final,147,0,0,0,88,0,0,0,94,0,233,10,562,10,2019,2014
CONTRA COSTA,LAFAYETTE,31-JAN-15-31-JAN-23,2019,Final,138,0,0,0,78,3,3,0,85,14,99,70,400,87,2019,2015
ORANGE,LAGUNA BEACH,15-OCT-13-15-OCT-21,2019,Final,1,0,0,0,1,0,0,0,0,8,0,8,2,16,2019,2014
ORANGE,LAGUNA HILLS,15-OCT-13-15-OCT-21,2019,Final,1,0,0,0,1,0,0,0,0,0,0,2,2,2,2019,2014
ORANGE,LAGUNA NIGUEL,15-OCT-13-15-OCT-21,2019,Final,43,0,0,0,30,0,0,0,34,3,75,1,182,4,2019,2014
ORANGE,LAGUNA WOODS,15-OCT-13-15-OCT-21,2019,Final,1,0,0,0,1,0,0,0,0,0,0,0,2,0,2019,2014
RIVERSIDE,LAKE ELSINORE,15-OCT-13-15-OCT-21,2019,Final,1196,28,28,0,801,106,103,3,897,134,2035,137,4929,405,2019,2014
ORANGE,LAKE FOREST,15-OCT-13-15-OCT-21,2019,Final,647,32,32,0,450,25,25,0,497,1,1133,355,2727,413,2019,2014
LAKE,LAKEPORT,30-JUN-14-30-JUN-19,2019,Final,34,0,0,0,22,0,0,0,27,0,64,0,147,0,2019,2014
LOS ANGELES,LAKEWOOD,15-OCT-13-15-OCT-21,2019,Final,107,13,0,13,63,4,0,4,67,0,166,0,403,17,2019,2014
LOS ANGELES,LANCASTER,15-OCT-13-15-OCT-21,2019,Final,627,0,0,0,384,0,0,0,413,0,1086,202,2510,202,2019,2014
MARIN,LARKSPUR,31-JAN-15-31-JAN-23,2019,Final,40,2,0,2,20,1,0,1,21,0,51,1,132,4,2019,2015
SAN JOAQUIN,LATHROP,31-DEC-15-31-DEC-23,2019,Final,1019,0,0,0,759,0,0,0,957,0,2421,389,5156,389,2019,2016
LOS ANGELES,LAWNDALE,15-OCT-13-15-OCT-21,2019,Final,96,0,0,0,57,0,0,0,62,0,166,51,381,51,2019,2014
SAN DIEGO,LEMON GROVE,30-APR-13-30-APR-21,2019,Final,77,0,0,0,59,4,0,4,54,3,119,2,309,9,2019,2013
KINGS,LEMOORE,31-JAN-16-31-JAN-24,2019,Final,677,0,0,0,507,0,0,0,534,26,1267,119,2985,145,2019,2016
PLACER,LINCOLN,31-OCT-13-31-OCT-21,2019,Final,953,0,0,0,668,0,0,0,705,61,1464,1,3790,62,2019,2014
TULARE,LINDSAY,31-DEC-15-31-DEC-23,2019,Final,80,0,0,0,80,0,0,0,82,6,348,0,590,6,2019,2016
SUTTER,LIVE OAK,31-OCT-13-31-OCT-21,2019,Final,104,0,0,0,72,0,0,0,83,0,190,50,449,50,2019,2014
ALAMEDA,LIVERMORE,31-JAN-15-31-JAN-23,2019,Final,839,42,42,0,474,1,1,0,496,38,920,260,2729,341,2019,2015
MERCED,LIVINGSTON,31-MAR-16-31-MAR-24,2019,Final,249,0,0,0,178,4,0,4,163,7,435,76,1025,87,2019,2016
SAN BERNARDINO,LOMA LINDA,15-OCT-13-15-OCT-21,2019,Final,254,0,0,0,177,0,0,0,202,0,462,91,1095,91,2019,2014
LOS ANGELES,LOMITA,15-OCT-13-15-OCT-21,2019,Final,12,0,0,0,7,0,0,0,8,1,20,24,47,25,2019,2014
SANTA BARBARA,LOMPOC,15-FEB-15-15-FEB-23,2019,Final,126,0,0,0,84,0,0,0,95,0,221,6,526,6,2019,2015
LOS ANGELES,LONG BEACH,15-OCT-13-15-OCT-21,2019,Final,1773,87,87,0,1066,108,108,0,1170,28,3039,1038,7048,1261,2019,2014
PLACER,LOOMIS,31-OCT-13-31-OCT-21,2019,Final,39,0,0,0,27,0,0,0,29,1,59,0,154,1,2019,2014
SANTA CLARA,LOS ALTOS,31-JAN-15-31-JAN-23,2019,Final,169,0,0,0,99,0,0,0,112,0,97,107,477,107,2019,2015
SANTA CLARA,LOS ALTOS HILLS,31-JAN-15-31-JAN-23,2019,Final,46,5,0,5,28,2,0,2,32,1,15,11,121,19,2019,2015
LOS ANGELES,LOS ANGELES,15-OCT-13-15-OCT-21,2019,Final,20427,864,864,0,12435,391,391,0,13728,72,35412,19002,82002,20329,2019,2014
LOS ANGELES,LOS ANGELES COUNTY,15-OCT-13-15-OCT-21,2019,Final,7359,54,54,0,4251,107,107,0,4898,0,10749,1130,27257,1291,2019,2014
MERCED,LOS BANOS,31-MAR-16-31-MAR-24,2019,Final,604,0,0,0,431,0,0,0,396,2,1049,192,2480,194,2019,2016
SANTA CLARA,LOS GATOS,31-JAN-15-31-JAN-23,2019,Final,201,0,0,0,112,0,0,0,132,28,174,3,619,31,2019,2015
LOS ANGELES,LYNWOOD,15-OCT-13-15-OCT-21,2019,Final,123,0,0,0,72,0,0,0,81,0,218,10,494,10,2019,2014
MADERA,MADERA,31-JAN-16-31-JAN-24,2019,Final,1352,0,0,0,1056,0,0,0,1091,0,2600,148,6099,148,2019,2016
MADERA,MADERA COUNTY,31-JAN-16-31-JAN-24,2019,Final,1285,0,0,0,984,0,0,0,1015,0,2398,480,5682,480,2019,2016
LOS ANGELES,MALIBU,15-OCT-13-15-OCT-21,2019,Final,1,0,0,0,1,0,0,0,0,0,0,18,2,18,2019,2014
MONO,MAMMOTH LAKES,30-JUN-14-30-JUN-19,2019,Final,17,0,0,0,12,0,0,0,14,0,31,41,74,41,2019,2014
LOS ANGELES,MANHATTAN BEACH,15-OCT-13-15-OCT-21,2019,Final,10,0,0,0,6,0,0,0,7,0,15,96,38,96,2019,2014
SAN JOAQUIN,MANTECA,31-DEC-15-31-DEC-23,2019,Final,925,0,0,0,693,0,0,0,825,182,1958,514,4401,696,2019,2016
KERN,MARICOPA,31-DEC-15-31-DEC-23,2019,Final,11,0,0,0,5,0,0,0,6,0,14,0,36,0,2019,2016
MARIN,MARIN COUNTY,31-JAN-15-31-JAN-23,2019,Final,55,7,1,6,32,8,0,8,37,9,61,39,185,63,2019,2015
MONTEREY,MARINA,31-DEC-15-31-DEC-23,2019,Final,315,0,0,0,206,0,0,0,239,0,548,76,1308,76,2019,2016
MARIPOSA,MARIPOSA COUNTY,30-JUN-14-30-JUN-19,2019,Final,265,0,0,0,130,0,0,0,180,0,420,63,995,63,2019,2014
CONTRA COSTA,MARTINEZ,31-JAN-15-31-JAN-23,2019,Final,124,0,0,0,72,0,0,0,78,0,195,2,469,2,2019,2015
YUBA,MARYSVILLE,31-OCT-13-31-OCT-21,2019,Final,12,0,0,0,8,0,0,0,13,0,39,0,72,0,2019,2014
LOS ANGELES,MAYWOOD,15-OCT-13-15-OCT-21,2019,Final,13,0,0,0,8,0,0,0,9,16,23,5,53,21,2019,2014
KERN,MCFARLAND,31-DEC-15-31-DEC-23,2019,Final,93,0,0,0,73,0,0,0,66,0,79,7,311,7,2019,2016
MENDOCINO,MENDOCINO COUNTY,30-JUN-14-30-JUN-19,2019,Final,40,0,0,0,27,0,0,0,27,10,74,75,168,85,2019,2014
RIVERSIDE,MENIFEE,15-OCT-13-15-OCT-21,2019,Final,1488,0,0,0,1007,4,0,4,1140,379,2610,653,6245,1036,2019,2014
SAN MATEO,MENLO PARK,31-JAN-15-31-JAN-23,2019,Final,233,1,0,1,129,16,14,2,143,7,150,172,655,196,2019,2015
MERCED,MERCED,31-MAR-16-31-MAR-24,2019,Final,1351,0,0,0,966,0,0,0,886,18,2348,650,5551,668,2019,2016
MERCED,MERCED COUNTY,31-MAR-16-31-MAR-24,2019,Final,1085,0,0,0,775,25,0,25,711,2,1885,105,4456,132,2019,2016
MARIN,MILL VALLEY,31-JAN-15-31-JAN-23,2019,Final,41,5,0,5,24,6,2,4,26,4,38,11,129,26,2019,2015
SAN MATEO,MILLBRAE,31-JAN-15-31-JAN-23,2019,Final,193,5,0,5,101,5,0,5,112,4,257,4,663,18,2019,2015
SANTA CLARA,MILPITAS,31-JAN-15-31-JAN-23,2019,Final,1004,0,0,0,570,0,0,0,565,0,1151,141,3290,141,2019,2015
ORANGE,MISSION VIEJO,15-OCT-13-15-OCT-21,2019,Final,42,0,0,0,29,0,0,0,33,0,73,0,177,0,2019,2014
STANISLAUS,MODESTO,31-DEC-15-31-DEC-23,2019,Final,1546,0,0,0,991,5,0,5,1100,130,2724,159,6361,294,2019,2016
MODOC,MODOC COUNTY,30-JUN-14-30-JUN-19,2019,Final,2,0,0,0,2,1,0,1,1,4,5,0,10,5,2019,2014
MONO,MONO COUNTY,30-JUN-14-30-JUN-19,2019,Final,11,0,0,0,7,7,0,7,9,7,19,3,46,17,2019,2014
LOS ANGELES,MONROVIA,15-OCT-13-15-OCT-21,2019,Final,101,0,0,0,61,0,0,0,65,0,162,18,389,18,2019,2014
SISKIYOU,MONTAGUE,30-JUN-14-30-JUN-19,2019,Final,5,0,0,0,3,0,0,0,3,0,8,0,19,0,2019,2014
SAN BERNARDINO,MONTCLAIR,15-OCT-13-15-OCT-21,2019,Final,164,0,0,0,114,0,0,0,125,0,294,0,697,0,2019,2014
SANTA CLARA,MONTE SERENO,31-JAN-15-31-JAN-23,2019,Final,23,14,0,14,13,0,0,0,13,0,12,12,61,26,2019,2015
LOS ANGELES,MONTEBELLO,15-OCT-13-15-OCT-21,2019,Final,269,0,0,0,161,0,0,0,175,0,461,0,1066,0,2019,2014
MONTEREY,MONTEREY,31-DEC-15-31-DEC-23,2019,Final,157,0,0,0,102,0,0,0,119,0,272,3,650,3,2019,2016
MONTEREY,MONTEREY COUNTY,31-DEC-15-31-DEC-23,2019,Final,374,0,0,0,244,0,0,0,282,8,651,215,1551,223,2019,2016
LOS ANGELES,MONTEREY PARK,15-OCT-13-15-OCT-21,2019,Final,205,0,0,0,123,0,0,0,137,0,350,0,815,0,2019,2014
VENTURA,MOORPARK,15-OCT-13-15-OCT-21,2019,Final,289,0,0,0,197,3,0,3,216,1,462,0,1164,4,2019,2014
CONTRA COSTA,MORAGA,31-JAN-15-31-JAN-23,2019,Final,75,0,0,0,44,0,0,0,50,1,60,5,229,6,2019,2015
RIVERSIDE,MORENO VALLEY,15-OCT-13-15-OCT-21,2019,Final,1500,0,0,0,993,0,0,0,1112,238,2564,283,6169,521,2019,2014
SANTA CLARA,MORGAN HILL,31-JAN-15-31-JAN-23,2019,Final,273,0,0,0,154,11,11,0,185,14,316,142,928,167,2019,2015
SAN LUIS OBISPO,MORRO BAY,30-JUN-14-30-JUN-19,2019,Final,39,0,0,0,24,0,0,0,27,1,65,25,155,26,2019,2014
SISKIYOU,MOUNT SHASTA,30-JUN-14-30-JUN-19,2019,Final,11,0,0,0,7,0,0,0,8,1,19,1,45,2,2019,2014
SANTA CLARA,MOUNTAIN VIEW,31-JAN-15-31-JAN-23,2019,Final,814,61,61,0,492,0,0,0,527,0,1093,233,2926,294,2019,2015
RIVERSIDE,MURRIETA,15-OCT-13-15-OCT-21,2019,Final,395,0,0,0,262,0,0,0,289,0,627,230,1573,230,2019,2014
NAPA,NAPA,31-JAN-15-31-JAN-23,2019,Final,185,0,0,0,106,27,16,11,141,41,403,92,835,160,2019,2015
NAPA,NAPA COUNTY,31-JAN-15-31-JAN-23,2019,Final,51,1,0,1,30,2,0,2,32,3,67,17,180,23,2019,2015
SAN DIEGO,NATIONAL CITY,30-APR-13-30-APR-21,2019,Final,465,0,0,0,353,0,0,0,327,0,718,166,1863,166,2019,2013
SAN BERNARDINO,NEEDLES,15-OCT-13-15-OCT-21,2019,Final,38,0,0,0,29,0,0,0,34,2,80,0,181,2,2019,2014
NEVADA,NEVADA CITY,30-JUN-14-30-JUN-19,2019,Final,19,0,0,0,14,0,0,0,16,1,36,1,85,2,2019,2014
NEVADA,NEVADA COUNTY,30-JUN-14-30-JUN-19,2019,Final,174,0,0,0,126,0,0,0,150,0,314,0,764,0,2019,2014
ALAMEDA,NEWARK,31-JAN-15-31-JAN-23,2019,Final,330,0,0,0,167,0,0,0,158,0,423,279,1078,279,2019,2015
STANISLAUS,NEWMAN,31-DEC-15-31-DEC-23,2019,Final,186,0,0,0,119,0,0,0,136,0,337,0,778,0,2019,2016
ORANGE,NEWPORT BEACH,15-OCT-13-15-OCT-21,2019,Final,1,2,0,2,1,1,0,1,1,0,2,23,5,26,2019,2014
RIVERSIDE,NORCO,15-OCT-13-15-OCT-21,2019,Final,205,0,0,0,136,0,0,0,151,0,326,5,818,5,2019,2014
LOS ANGELES,NORWALK,15-OCT-13-15-OCT-21,2019,Final,52,0,0,0,31,2,0,2,33,16,85,4,201,22,2019,2014
MARIN,NOVATO,31-JAN-15-31-JAN-23,2019,Final,111,12,3,9,65,4,3,1,72,5,167,103,415,124,2019,2015
STANISLAUS,OAKDALE,31-DEC-15-31-DEC-23,2019,Final,315,14,0,14,202,43,0,43,210,0,520,33,1247,90,2019,2016
ALAMEDA,OAKLAND,31-JAN-15-31-JAN-23,2019,Final,2059,87,87,0,2075,19,19,0,2815,11,7816,2111,14765,2228,2019,2015
CONTRA COSTA,OAKLEY,31-JAN-15-31-JAN-23,2019,Final,317,0,0,0,174,0,0,0,175,0,502,262,1168,262,2019,2015
SAN DIEGO,OCEANSIDE,30-APR-13-30-APR-21,2019,Final,1549,0,0,0,1178,13,0,13,1090,20,2393,247,6210,280,2019,2013
VENTURA,OJAI,15-OCT-13-15-OCT-21,2019,Final,87,0,0,0,59,0,0,0,70,16,155,1,371,17,2019,2014
SAN BERNARDINO,ONTARIO,15-OCT-13-15-OCT-21,2019,Final,2592,58,58,0,1745,42,42,0,1977,0,4547,1452,10861,1552,2019,2014
ORANGE,ORANGE,15-OCT-13-15-OCT-21,2019,Final,83,0,0,0,59,0,0,0,66,662,155,418,363,1080,2019,2014
ORANGE,ORANGE COUNTY,15-OCT-13-15-OCT-21,2019,Final,1240,0,0,0,879,0,0,0,979,0,2174,273,5272,273,2019,2014
FRESNO,ORANGE COVE,31-DEC-15-31-DEC-23,2019,Final,111,0,0,0,86,0,0,0,105,0,367,0,669,0,2019,2016
CONTRA COSTA,ORINDA,31-JAN-15-31-JAN-23,2019,Final,84,0,0,0,47,0,0,0,54,7,42,33,227,40,2019,2015
GLENN,ORLAND,30-JUN-14-30-JUN-19,2019,Final,20,0,0,0,10,3,0,3,14,22,36,0,80,25,2019,2014
BUTTE,OROVILLE,15-JUN-14-15-JUN-22,2019,Final,419,0,0,0,284,1,1,0,306,0,784,56,1793,57,2019,2014
VENTURA,OXNARD,15-OCT-13-15-OCT-21,2019,Final,1688,0,0,0,1160,0,0,0,1351,0,3102,137,7301,137,2019,2014
MONTEREY,PACIFIC GROVE,31-DEC-15-31-DEC-23,2019,Final,28,0,0,0,18,0,0,0,21,1,48,1,115,2,2019,2016
SAN MATEO,PACIFICA,31-JAN-15-31-JAN-23,2019,Final,121,0,0,0,68,0,0,0,70,0,154,14,413,14,2019,2015
RIVERSIDE,PALM DESERT,15-OCT-13-15-OCT-21,2019,Final,98,0,0,0,67,0,0,0,76,0,172,42,413,42,2019,2014
RIVERSIDE,PALM SPRINGS,15-OCT-13-15-OCT-21,2019,Final,63,0,0,0,43,0,0,0,50,4,116,213,272,217,2019,2014
LOS ANGELES,PALMDALE,15-OCT-13-15-OCT-21,2019,Final,1397,0,0,0,828,0,0,0,899,149,2334,0,5458,149,2019,2014
SANTA CLARA,PALO ALTO,31-JAN-15-31-JAN-23,2019,Final,691,0,0,0,432,2,2,0,278,0,587,105,1988,107,2019,2015
LOS ANGELES,PALOS VERDES ESTATES,15-OCT-13-15-OCT-21,2019,Final,4,0,0,0,3,0,0,0,3,0,6,10,16,10,2019,2014
LOS ANGELES,PARAMOUNT,15-OCT-13-15-OCT-21,2019,Final,26,0,0,0,16,0,0,0,17,0,46,26,105,26,2019,2014
LOS ANGELES,PASADENA,15-OCT-13-15-OCT-21,2019,Final,340,3,3,0,207,16,16,0,224,0,561,242,1332,261,2019,2014
SAN LUIS OBISPO,PASO ROBLES,30-JUN-14-30-JUN-19,2019,Final,123,0,0,0,77,0,0,0,87,13,206,13,493,26,2019,2014
RIVERSIDE,PERRIS,15-OCT-13-15-OCT-21,2019,Final,1026,0,0,0,681,0,0,0,759,0,1814,0,4280,0,2019,2014
SONOMA,PETALUMA,31-JAN-15-31-JAN-23,2019,Final,199,0,0,0,103,4,4,0,121,41,322,117,745,162,2019,2015
LOS ANGELES,PICO RIVERA,15-OCT-13-15-OCT-21,2019,Final,217,0,0,0,131,21,0,21,140,2,362,0,850,23,2019,2014
ALAMEDA,PIEDMONT,31-JAN-15-31-JAN-23,2019,Final,24,2,0,2,14,2,0,2,15,4,7,3,60,11,2019,2015
CONTRA COSTA,PINOLE,31-JAN-15-31-JAN-23,2019,Final,80,0,0,0,48,0,0,0,43,0,126,7,297,7,2019,2015
SAN LUIS OBISPO,PISMO BEACH,30-JUN-14-30-JUN-19,2019,Final,38,0,0,0,24,0,0,0,27,0,64,36,153,36,2019,2014
CONTRA COSTA,PITTSBURG,31-JAN-15-31-JAN-23,2019,Final,392,0,0,0,254,9,3,6,316,18,1063,89,2025,116,2019,2015
ORANGE,PLACENTIA,15-OCT-13-15-OCT-21,2019,Final,112,0,0,0,81,0,0,0,90,2,209,218,492,220,2019,2014
PLACER,PLACER COUNTY,31-OCT-13-31-OCT-21,2019,Final,1365,0,0,0,957,0,0,0,936,24,1773,386,5031,410,2019,2014
EL DORADO,PLACERVILLE,31-OCT-13-31-OCT-21,2019,Final,78,0,0,0,55,0,0,0,69,2,170,4,372,6,2019,2014
CONTRA COSTA,PLEASANT HILL,31-JAN-15-31-JAN-23,2019,Final,118,0,0,0,69,0,0,0,84,14,177,18,448,32,2019,2015
ALAMEDA,PLEASANTON,31-JAN-15-31-JAN-23,2019,Final,716,23,23,0,391,6,6,0,407,11,553,87,2067,127,2019,2015
PLUMAS,PLUMAS COUNTY,30-JUN-14-30-JUN-19,2019,Final,12,0,0,0,8,1,0,1,12,12,25,30,57,43,2019,2014
AMADOR,PLYMOUTH,30-JUN-14-30-JUN-19,2019,Final,1,0,0,0,1,0,0,0,1,0,1,9,4,9,2019,2014
MENDOCINO,POINT ARENA,30-JUN-14-30-JUN-19,2019,Final,1,0,0,0,1,0,0,0,1,0,1,0,4,0,2019,2014
LOS ANGELES,POMONA,15-OCT-13-15-OCT-21,2019,Final,919,0,0,0,543,61,0,61,592,0,1572,144,3626,205,2019,2014
VENTURA,PORT HUENEME,15-OCT-13-15-OCT-21,2019,Final,1,0,0,0,1,0,0,0,0,0,0,4,2,4,2019,2014
TULARE,PORTERVILLE,31-DEC-15-31-DEC-23,2019,Final,623,0,0,0,576,12,8,4,566,2,1431,64,3196,78,2019,2016
PLUMAS,PORTOLA,30-JUN-14-30-JUN-19,2019,Final,3,0,0,0,2,0,0,0,3,0,5,0,13,0,2019,2014
SAN MATEO,PORTOLA VALLEY,31-JAN-15-31-JAN-23,2019,Final,21,4,0,4,15,1,0,1,15,1,13,4,64,10,2019,2015
SAN DIEGO,POWAY,30-APR-13-30-APR-21,2019,Final,201,33,33,0,152,20,20,0,282,0,618,17,1253,70,2019,2013
SACRAMENTO,RANCHO CORDOVA,31-OCT-13-31-OCT-21,2019,Final,1539,0,0,0,1079,0,0,0,1303,210,3087,254,7008,464,2019,2014
SAN BERNARDINO,RANCHO CUCAMONGA,15-OCT-13-15-OCT-21,2019,Final,209,0,0,0,141,0,0,0,158,140,340,300,848,440,2019,2014
RIVERSIDE,RANCHO MIRAGE,15-OCT-13-15-OCT-21,2019,Final,23,0,0,0,15,0,0,0,18,0,39,195,95,195,2019,2014
LOS ANGELES,RANCHO PALOS VERDES,15-OCT-13-15-OCT-21,2019,Final,8,0,0,0,5,0,0,0,5,1,13,9,31,10,2019,2014
ORANGE,RANCHO ST. MARGARITA,15-OCT-13-15-OCT-21,2019,Final,1,0,0,0,1,1,0,1,0,0,0,0,2,1,2019,2014
TEHAMA,RED BLUFF,30-JUN-14-30-JUN-19,2019,Final,73,0,0,0,52,0,0,0,61,4,137,0,323,4,2019,2014
SHASTA,REDDING,30-JUN-14-30-JUN-19,2019,Final,287,0,0,0,181,59,59,0,205,0,502,249,1175,308,2019,2014
SAN BERNARDINO,REDLANDS,15-OCT-13-15-OCT-21,2019,Final,579,1,0,1,396,10,0,10,453,0,1001,122,2429,133,2019,2014
LOS ANGELES,REDONDO BEACH,15-OCT-13-15-OCT-21,2019,Final,372,0,0,0,223,16,0,16,238,0,564,127,1397,143,2019,2014
SAN MATEO,REDWOOD CITY,31-JAN-15-31-JAN-23,2019,Final,706,117,117,0,429,39,0,39,502,0,1152,60,2789,216,2019,2015
FRESNO,REEDLEY,31-DEC-15-31-DEC-23,2019,Final,393,0,0,0,204,0,0,0,161,12,553,0,1311,12,2019,2016
SAN BERNARDINO,RIALTO,15-OCT-13-15-OCT-21,2019,Final,636,0,0,0,432,1,0,1,496,0,1151,53,2715,54,2019,2014
CONTRA COSTA,RICHMOND,31-JAN-15-31-JAN-23,2019,Final,438,0,0,0,305,0,0,0,410,0,1282,91,2435,91,2019,2015
HUMBOLDT,RIO DELL,30-JUN-14-30-JUN-19,2019,Final,8,25,25,0,4,5,0,5,4,0,15,2,31,32,2019,2014
SOLANO,RIO VISTA,31-JAN-15-31-JAN-23,2019,Final,45,0,0,0,36,0,0,0,48,0,170,121,299,121,2019,2015
SAN JOAQUIN,RIPON,31-DEC-15-31-DEC-23,2019,Final,308,0,0,0,215,0,0,0,231,0,726,71,1480,71,2019,2016
STANISLAUS,RIVERBANK,31-DEC-15-31-DEC-23,2019,Final,321,0,0,0,206,0,0,0,217,0,536,18,1280,18,2019,2016
RIVERSIDE,RIVERSIDE,15-OCT-13-15-OCT-21,2019,Final,2002,0,0,0,1336,0,0,0,1503,31,3442,627,8283,658,2019,2014
RIVERSIDE,RIVERSIDE COUNTY,15-OCT-13-15-OCT-21,2019,Final,7173,3,0,3,4871,0,0,0,5534,265,12725,1765,30303,2033,2019,2014
PLACER,ROCKLIN,31-OCT-13-31-OCT-21,2019,Final,1040,2,0,2,729,0,0,0,709,82,1335,355,3813,439,2019,2014
